supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#89995C,#FAA307,TH Glut,#CCC300,TH Prkcd Grin2c Glut,TH Prkcd Grin2c Glut_12,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/TH_Prkcd_Grin2c_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/TH_Prkcd_Grin2c_Glut_12.bw
#543DCC,#FAA307,TH Glut,#CCC300,TH Prkcd Grin2c Glut,TH Prkcd Grin2c Glut_13,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/TH_Prkcd_Grin2c_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/TH_Prkcd_Grin2c_Glut_13.bw
#CC1FA2,#FAA307,TH Glut,#CCC300,TH Prkcd Grin2c Glut,TH Prkcd Grin2c Glut_14,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/TH_Prkcd_Grin2c_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/TH_Prkcd_Grin2c_Glut_14.bw
#7AC3CC,#FAA307,TH Glut,#663D57,RE-Xi Nox4 Glut,RE-Xi Nox4 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/RE_Xi_Nox4_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/RE_Xi_Nox4_Glut_1.bw
#73FFF8,#FAA307,TH Glut,#663D57,RE-Xi Nox4 Glut,RE-Xi Nox4 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/RE_Xi_Nox4_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/RE_Xi_Nox4_Glut_2.bw
#CC993D,#FAA307,TH Glut,#663D57,RE-Xi Nox4 Glut,RE-Xi Nox4 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/RE_Xi_Nox4_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/RE_Xi_Nox4_Glut_3.bw
#991720,#FAA307,TH Glut,#663D57,RE-Xi Nox4 Glut,RE-Xi Nox4 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/RE_Xi_Nox4_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/RE_Xi_Nox4_Glut_4.bw
#CC1F7C,#FAA307,TH Glut,#992E38,MG-POL-SGN Nts Glut,MG-POL-SGN Nts Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MG_POL_SGN_Nts_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MG_POL_SGN_Nts_Glut_1.bw
#0E6600,#FAA307,TH Glut,#992E38,MG-POL-SGN Nts Glut,MG-POL-SGN Nts Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MG_POL_SGN_Nts_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MG_POL_SGN_Nts_Glut_2.bw
#99472E,#FAA307,TH Glut,#1C0099,PF Fzd5 Glut,PF Fzd5 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PF_Fzd5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PF_Fzd5_Glut_1.bw
#454599,#FAA307,TH Glut,#1C0099,PF Fzd5 Glut,PF Fzd5 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/TH_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PF_Fzd5_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PF_Fzd5_Glut_2.bw
#CC1FB5,#0D47A1,MB Glut,#3D6566,PRC-PAG Pax6 Glut,PRC-PAG Pax6 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRC_PAG_Pax6_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRC_PAG_Pax6_Glut_1.bw
#99ECFF,#0D47A1,MB Glut,#3D6566,PRC-PAG Pax6 Glut,PRC-PAG Pax6 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRC_PAG_Pax6_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRC_PAG_Pax6_Glut_2.bw
#FF4D82,#0D47A1,MB Glut,#3D6566,PRC-PAG Pax6 Glut,PRC-PAG Pax6 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRC_PAG_Pax6_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRC_PAG_Pax6_Glut_3.bw
#FFD073,#0D47A1,MB Glut,#3D6566,PRC-PAG Pax6 Glut,PRC-PAG Pax6 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRC_PAG_Pax6_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRC_PAG_Pax6_Glut_4.bw
#996345,#0D47A1,MB Glut,#3D6566,PRC-PAG Pax6 Glut,PRC-PAG Pax6 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRC_PAG_Pax6_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRC_PAG_Pax6_Glut_5.bw
#176599,#0D47A1,MB Glut,#99862E,MB-ant-ve Dmrta2 Glut,MB-ant-ve Dmrta2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MB_ant_ve_Dmrta2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MB_ant_ve_Dmrta2_Glut_1.bw
#BA1FCC,#0D47A1,MB Glut,#FF514D,RN Spp1 Glut,RN Spp1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/RN_Spp1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/RN_Spp1_Glut_1.bw
#73CA00,#0D47A1,MB Glut,#B6FF4D,MRN-PAG Nkx6-1 Glut,MRN-PAG Nkx6-1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MRN_PAG_Nkx6_1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MRN_PAG_Nkx6_1_Glut_1.bw
#1F3FCC,#0D47A1,MB Glut,#B6FF4D,MRN-PAG Nkx6-1 Glut,MRN-PAG Nkx6-1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MRN_PAG_Nkx6_1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MRN_PAG_Nkx6_1_Glut_2.bw
#CC5C87,#0D47A1,MB Glut,#63FF26,IF-RL-CLI-PAG Foxa1 Glut,IF-RL-CLI-PAG Foxa1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut_1.bw
#99004E,#0D47A1,MB Glut,#63FF26,IF-RL-CLI-PAG Foxa1 Glut,IF-RL-CLI-PAG Foxa1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut_2.bw
#FF6C4D,#0D47A1,MB Glut,#63FF26,IF-RL-CLI-PAG Foxa1 Glut,IF-RL-CLI-PAG Foxa1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut_3.bw
#CD99FF,#0D47A1,MB Glut,#63FF26,IF-RL-CLI-PAG Foxa1 Glut,IF-RL-CLI-PAG Foxa1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut_4.bw
#2E9997,#0D47A1,MB Glut,#63FF26,IF-RL-CLI-PAG Foxa1 Glut,IF-RL-CLI-PAG Foxa1 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IF_RL_CLI_PAG_Foxa1_Glut_5.bw
#995C63,#0D47A1,MB Glut,#2E7799,PAG-SC Neurod2 Meis2 Glut,PAG-SC Neurod2 Meis2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_SC_Neurod2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_SC_Neurod2_Meis2_Glut_1.bw
#996000,#0D47A1,MB Glut,#2E7799,PAG-SC Neurod2 Meis2 Glut,PAG-SC Neurod2 Meis2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_SC_Neurod2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_SC_Neurod2_Meis2_Glut_2.bw
#68f9d3,#0D47A1,MB Glut,#2E7799,PAG-SC Neurod2 Meis2 Glut,PAG-SC Neurod2 Meis2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_SC_Neurod2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_SC_Neurod2_Meis2_Glut_3.bw
#491799,#0D47A1,MB Glut,#2E7799,PAG-SC Neurod2 Meis2 Glut,PAG-SC Neurod2 Meis2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_SC_Neurod2_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_SC_Neurod2_Meis2_Glut_4.bw
#f76ad1,#0D47A1,MB Glut,#CC3DA3,PAG Pou4f3 Glut,PAG Pou4f3 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f3_Glut_1.bw
#458699,#0D47A1,MB Glut,#CC3DA3,PAG Pou4f3 Glut,PAG Pou4f3 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f3_Glut_2.bw
#EEFF73,#0D47A1,MB Glut,#CC3DA3,PAG Pou4f3 Glut,PAG Pou4f3 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f3_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f3_Glut_3.bw
#5C5CCC,#0D47A1,MB Glut,#CCC27A,CUN Evx2 Lhx2 Glut,CUN Evx2 Lhx2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_Evx2_Lhx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_Evx2_Lhx2_Glut_1.bw
#CC0002,#0D47A1,MB Glut,#CCC27A,CUN Evx2 Lhx2 Glut,CUN Evx2 Lhx2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_Evx2_Lhx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_Evx2_Lhx2_Glut_2.bw
#461F66,#0D47A1,MB Glut,#CCC27A,CUN Evx2 Lhx2 Glut,CUN Evx2 Lhx2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_Evx2_Lhx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_Evx2_Lhx2_Glut_3.bw
#CC7AAA,#0D47A1,MB Glut,#CCC27A,CUN Evx2 Lhx2 Glut,CUN Evx2 Lhx2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_Evx2_Lhx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_Evx2_Lhx2_Glut_4.bw
#FF265A,#0D47A1,MB Glut,#CCC27A,CUN Evx2 Lhx2 Glut,CUN Evx2 Lhx2 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CUN_Evx2_Lhx2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CUN_Evx2_Lhx2_Glut_5.bw
#843DCC,#0D47A1,MB Glut,#5C64CC,APN C1ql2 Glut,APN C1ql2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/APN_C1ql2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/APN_C1ql2_Glut_1.bw
#660F39,#0D47A1,MB Glut,#1FCC4D,APN C1ql4 Glut,APN C1ql4 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/APN_C1ql4_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/APN_C1ql4_Glut_1.bw
#3D4466,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_1.bw
#CC4B3D,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_2.bw
#26FFD2,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_3.bw
#2E9948,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_4.bw
#FFA24D,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_5.bw
#FF00EE,#0D47A1,MB Glut,#FF9D26,PAG-MRN Pou3f1 Glut,PAG-MRN Pou3f1 Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Pou3f1_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Pou3f1_Glut_6.bw
#2A1FCC,#0D47A1,MB Glut,#82995C,PAG-MRN Tfap2b Glut,PAG-MRN Tfap2b Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Tfap2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Tfap2b_Glut_1.bw
#00E5FF,#0D47A1,MB Glut,#82995C,PAG-MRN Tfap2b Glut,PAG-MRN Tfap2b Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_MRN_Tfap2b_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_MRN_Tfap2b_Glut_2.bw
#3D84CC,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_1.bw
#4D4599,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_2.bw
#CC893D,#0D47A1,MB Glut,#F2FF73,PAG Pou4f1 Ebf2 Glut,PAG Pou4f1 Ebf2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MB_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PAG_Pou4f1_Ebf2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PAG_Pou4f1_Ebf2_Glut_3.bw
